shape,time,contract,value,Load Zone,month,year
ONPEAK,1630454400000,ERS,35.42,South,Sept,2021
ONPEAK,1633046400000,ERS,25.43,South,Oct,2021
ONPEAK,1635724800000,ERS,23.98,South,Nov,2021
ONPEAK,1638316800000,ERS,23.88,South,Dec,2021
ONPEAK,1640995200000,ERS,29.44,South,Jan,2022
ONPEAK,1643673600000,ERS,28.98,South,Feb,2022
ONPEAK,1646092800000,ERS,25.28,South,Mar,2022
ONPEAK,1554076800000,ERW,25.89,West,Apr,2019
ONPEAK,1556668800000,ERW,26.98,West,May,2019
ONPEAK,1559347200000,ERW,39.51,West,June,2019
ONPEAK,1561939200000,ERW,82.82,West,July,2019
ONPEAK,1564617600000,ERW,148.13,West,Aug,2019
ONPEAK,1567296000000,ERW,35.93,West,Sept,2019
ONPEAK,1569888000000,ERW,25.87,West,Oct,2019
ONPEAK,1572566400000,ERW,21.89,West,Nov,2019
ONPEAK,1575158400000,ERW,22.35,West,Dec,2019
ONPEAK,1577836800000,ERW,29.45,West,Jan,2020
ONPEAK,1580515200000,ERW,28.87,West,Feb,2020
ONPEAK,1583020800000,ERW,24.77,West,Mar,2020
ONPEAK,1585699200000,ERW,24.33,West,Apr,2020
ONPEAK,1588291200000,ERW,26.97,West,May,2020
ONPEAK,1590969600000,ERW,38.34,West,June,2020
ONPEAK,1593561600000,ERW,82.62,West,July,2020
ONPEAK,1596240000000,ERW,118.99,West,Aug,2020
ONPEAK,1598918400000,ERW,31.79,West,Sept,2020
ONPEAK,1601510400000,ERW,21.92,West,Oct,2020
ONPEAK,1604188800000,ERW,21.28,West,Nov,2020
ONPEAK,1606780800000,ERW,21.67,West,Dec,2020
ONPEAK,1609459200000,ERW,26.57,West,Jan,2021
ONPEAK,1612137600000,ERW,26.41,West,Feb,2021
ONPEAK,1614556800000,ERW,22.59,West,Mar,2021
ONPEAK,1617235200000,ERW,20.43,West,Apr,2021
ONPEAK,1619827200000,ERW,23.43,West,May,2021
ONPEAK,1622505600000,ERW,36.08,West,June,2021
ONPEAK,1625097600000,ERW,63.61,West,July,2021
ONPEAK,1627776000000,ERW,100.93,West,Aug,2021
ONPEAK,1630454400000,ERW,29.45,West,Sept,2021
ONPEAK,1633046400000,ERW,18.91,West,Oct,2021
ONPEAK,1635724800000,ERW,18.15,West,Nov,2021
ONPEAK,1638316800000,ERW,19.5,West,Dec,2021
ONPEAK,1640995200000,ERW,26.9,West,Jan,2022
ONPEAK,1643673600000,ERW,26.47,West,Feb,2022
ONPEAK,1646092800000,ERW,21.05,West,Mar,2022
OFFPEAK,1554076800000,HEB,22.31,Houston,Apr,2019
OFFPEAK,1556668800000,HEB,22.06,Houston,May,2019
OFFPEAK,1559347200000,HEB,24.43,Houston,June,2019
OFFPEAK,1561939200000,HEB,33.11,Houston,July,2019
OFFPEAK,1564617600000,HEB,34.86,Houston,Aug,2019
OFFPEAK,1567296000000,HEB,22.92,Houston,Sept,2019
OFFPEAK,1569888000000,HEB,19.28,Houston,Oct,2019
OFFPEAK,1572566400000,HEB,18.88,Houston,Nov,2019
OFFPEAK,1575158400000,HEB,20.17,Houston,Dec,2019
OFFPEAK,1577836800000,HEB,22.41,Houston,Jan,2020
OFFPEAK,1580515200000,HEB,21.9,Houston,Feb,2020
OFFPEAK,1583020800000,HEB,21.11,Houston,Mar,2020
OFFPEAK,1585699200000,HEB,20.31,Houston,Apr,2020
OFFPEAK,1588291200000,HEB,20.11,Houston,May,2020
OFFPEAK,1590969600000,HEB,22.19,Houston,June,2020
OFFPEAK,1593561600000,HEB,27.87,Houston,July,2020
OFFPEAK,1596240000000,HEB,28.59,Houston,Aug,2020
OFFPEAK,1598918400000,HEB,22.72,Houston,Sept,2020
OFFPEAK,1601510400000,HEB,18.69,Houston,Oct,2020
OFFPEAK,1604188800000,HEB,18.73,Houston,Nov,2020
OFFPEAK,1606780800000,HEB,20.04,Houston,Dec,2020
OFFPEAK,1609459200000,HEB,24.39,Houston,Jan,2021
OFFPEAK,1612137600000,HEB,23.92,Houston,Feb,2021
OFFPEAK,1614556800000,HEB,22.53,Houston,Mar,2021
OFFPEAK,1617235200000,HEB,20.13,Houston,Apr,2021
OFFPEAK,1619827200000,HEB,19.45,Houston,May,2021
OFFPEAK,1622505600000,HEB,20.32,Houston,June,2021
OFFPEAK,1625097600000,HEB,27.67,Houston,July,2021
OFFPEAK,1627776000000,HEB,28.54,Houston,Aug,2021
OFFPEAK,1630454400000,HEB,19.92,Houston,Sept,2021
OFFPEAK,1633046400000,HEB,18.61,Houston,Oct,2021
OFFPEAK,1635724800000,HEB,19.12,Houston,Nov,2021
OFFPEAK,1638316800000,HEB,20.5,Houston,Dec,2021
OFFPEAK,1640995200000,HEB,22.5,Houston,Jan,2022
OFFPEAK,1643673600000,HEB,22.07,Houston,Feb,2022
OFFPEAK,1646092800000,HEB,20.34,Houston,Mar,2022
ONPEAK,1554076800000,NAY,36.05,Zone A,Apr,2019
ONPEAK,1556668800000,NAY,31.75,Zone A,May,2019
ONPEAK,1559347200000,NAY,35.25,Zone A,June,2019
ONPEAK,1561939200000,NAY,46,Zone A,July,2019
ONPEAK,1564617600000,NAY,43.35,Zone A,Aug,2019
ONPEAK,1567296000000,NAY,37,Zone A,Sept,2019
ONPEAK,1569888000000,NAY,31.15,Zone A,Oct,2019
ONPEAK,1572566400000,NAY,30.95,Zone A,Nov,2019
ONPEAK,1575158400000,NAY,37.9,Zone A,Dec,2019
ONPEAK,1577836800000,NAY,52.4,Zone A,Jan,2020
ONPEAK,1580515200000,NAY,50,Zone A,Feb,2020
ONPEAK,1583020800000,NAY,33.45,Zone A,Mar,2020
ONPEAK,1585699200000,NAY,32.2,Zone A,Apr,2020
ONPEAK,1588291200000,NAY,34.85,Zone A,May,2020
ONPEAK,1590969600000,NAY,38.3,Zone A,June,2020
ONPEAK,1593561600000,NAY,49.55,Zone A,July,2020
ONPEAK,1596240000000,NAY,46.5,Zone A,Aug,2020
ONPEAK,1598918400000,NAY,37.3,Zone A,Sept,2020
ONPEAK,1601510400000,NAY,30.25,Zone A,Oct,2020
ONPEAK,1604188800000,NAY,29.9,Zone A,Nov,2020
ONPEAK,1606780800000,NAY,34.05,Zone A,Dec,2020
ONPEAK,1609459200000,NAY,54.2,Zone A,Jan,2021
ONPEAK,1612137600000,NAY,51.05,Zone A,Feb,2021
ONPEAK,1614556800000,NAY,36.8,Zone A,Mar,2021
ONPEAK,1617235200000,NAY,33.4,Zone A,Apr,2021
ONPEAK,1619827200000,NAY,37.45,Zone A,May,2021
ONPEAK,1622505600000,NAY,40.35,Zone A,June,2021
ONPEAK,1625097600000,NAY,52.05,Zone A,July,2021
ONPEAK,1627776000000,NAY,48.6,Zone A,Aug,2021
ONPEAK,1630454400000,NAY,38.85,Zone A,Sept,2021
ONPEAK,1633046400000,NAY,32.05,Zone A,Oct,2021
ONPEAK,1635724800000,NAY,31.9,Zone A,Nov,2021
ONPEAK,1638316800000,NAY,36.1,Zone A,Dec,2021
ONPEAK,1640995200000,NAY,57.5,Zone A,Jan,2022
ONPEAK,1643673600000,NAY,54.3,Zone A,Feb,2022
ONPEAK,1646092800000,NAY,40.15,Zone A,Mar,2022
ONPEAK,1554076800000,NDR,25.35,Zone D,Apr,2019
ONPEAK,1556668800000,NDR,21.25,Zone D,May,2019
ONPEAK,1559347200000,NDR,22,Zone D,June,2019
ONPEAK,1561939200000,NDR,31.05,Zone D,July,2019
ONPEAK,1564617600000,NDR,26.5,Zone D,Aug,2019
ONPEAK,1567296000000,NDR,23.15,Zone D,Sept,2019
ONPEAK,1569888000000,NDR,21.8,Zone D,Oct,2019
ONPEAK,1572566400000,NDR,24,Zone D,Nov,2019
ONPEAK,1575158400000,NDR,31.95,Zone D,Dec,2019
ONPEAK,1577836800000,NDR,45,Zone D,Jan,2020
ONPEAK,1580515200000,NDR,42.45,Zone D,Feb,2020
ONPEAK,1583020800000,NDR,25.9,Zone D,Mar,2020
ONPEAK,1585699200000,NDR,22.4,Zone D,Apr,2020
ONPEAK,1588291200000,NDR,21.9,Zone D,May,2020
ONPEAK,1590969600000,NDR,26.25,Zone D,June,2020
ONPEAK,1593561600000,NDR,37,Zone D,July,2020
ONPEAK,1596240000000,NDR,33.9,Zone D,Aug,2020
ONPEAK,1598918400000,NDR,25.9,Zone D,Sept,2020
ONPEAK,1601510400000,NDR,22.2,Zone D,Oct,2020
ONPEAK,1604188800000,NDR,23.5,Zone D,Nov,2020
ONPEAK,1606780800000,NDR,29.1,Zone D,Dec,2020
ONPEAK,1609459200000,NDR,50.75,Zone D,Jan,2021
ONPEAK,1612137600000,NDR,47.1,Zone D,Feb,2021
ONPEAK,1614556800000,NDR,31.85,Zone D,Mar,2021
ONPEAK,1617235200000,NDR,25.75,Zone D,Apr,2021
ONPEAK,1619827200000,NDR,29,Zone D,May,2021
ONPEAK,1622505600000,NDR,31.4,Zone D,June,2021
ONPEAK,1625097600000,NDR,43,Zone D,July,2021
ONPEAK,1627776000000,NDR,39.15,Zone D,Aug,2021
ONPEAK,1630454400000,NDR,30.4,Zone D,Sept,2021
ONPEAK,1633046400000,NDR,26.1,Zone D,Oct,2021
ONPEAK,1635724800000,NDR,27.7,Zone D,Nov,2021
ONPEAK,1638316800000,NDR,33.85,Zone D,Dec,2021
ONPEAK,1640995200000,NDR,53.6,Zone D,Jan,2022
ONPEAK,1643673600000,NDR,49.95,Zone D,Feb,2022
ONPEAK,1646092800000,NDR,34.8,Zone D,Mar,2022
OFFPEAK,1554076800000,NDS,15.45,Zone D,Apr,2019
OFFPEAK,1556668800000,NDS,12.7,Zone D,May,2019
OFFPEAK,1559347200000,NDS,14.75,Zone D,June,2019
OFFPEAK,1561939200000,NDS,18.55,Zone D,July,2019
OFFPEAK,1564617600000,NDS,16.45,Zone D,Aug,2019
OFFPEAK,1567296000000,NDS,14.3,Zone D,Sept,2019
OFFPEAK,1569888000000,NDS,14.1,Zone D,Oct,2019
OFFPEAK,1572566400000,NDS,15.95,Zone D,Nov,2019
OFFPEAK,1575158400000,NDS,19.95,Zone D,Dec,2019
OFFPEAK,1577836800000,NDS,36.7,Zone D,Jan,2020
OFFPEAK,1580515200000,NDS,33.35,Zone D,Feb,2020
OFFPEAK,1583020800000,NDS,23.1,Zone D,Mar,2020
OFFPEAK,1585699200000,NDS,15.25,Zone D,Apr,2020
OFFPEAK,1588291200000,NDS,15.25,Zone D,May,2020
OFFPEAK,1590969600000,NDS,14.95,Zone D,June,2020
OFFPEAK,1593561600000,NDS,21.8,Zone D,July,2020
OFFPEAK,1596240000000,NDS,19.9,Zone D,Aug,2020
OFFPEAK,1598918400000,NDS,15.45,Zone D,Sept,2020
OFFPEAK,1601510400000,NDS,14.45,Zone D,Oct,2020
OFFPEAK,1604188800000,NDS,15.6,Zone D,Nov,2020
OFFPEAK,1606780800000,NDS,19.7,Zone D,Dec,2020
OFFPEAK,1609459200000,NDS,40.3,Zone D,Jan,2021
OFFPEAK,1612137600000,NDS,36.45,Zone D,Feb,2021
OFFPEAK,1614556800000,NDS,24.6,Zone D,Mar,2021
OFFPEAK,1617235200000,NDS,16.2,Zone D,Apr,2021
OFFPEAK,1619827200000,NDS,16.2,Zone D,May,2021
OFFPEAK,1622505600000,NDS,16.95,Zone D,June,2021
OFFPEAK,1625097600000,NDS,23.45,Zone D,July,2021
OFFPEAK,1627776000000,NDS,21.25,Zone D,Aug,2021
OFFPEAK,1630454400000,NDS,16.65,Zone D,Sept,2021
OFFPEAK,1633046400000,NDS,15.2,Zone D,Oct,2021
OFFPEAK,1635724800000,NDS,16.35,Zone D,Nov,2021
OFFPEAK,1638316800000,NDS,20.95,Zone D,Dec,2021
OFFPEAK,1640995200000,NDS,41.6,Zone D,Jan,2022
OFFPEAK,1643673600000,NDS,37.6,Zone D,Feb,2022
OFFPEAK,1646092800000,NDS,27,Zone D,Mar,2022
OFFPEAK,1554076800000,NEB,21.05,North,Apr,2019
OFFPEAK,1556668800000,NEB,19.94,North,May,2019
OFFPEAK,1559347200000,NEB,22.73,North,June,2019
OFFPEAK,1561939200000,NEB,32.02,North,July,2019
OFFPEAK,1564617600000,NEB,33.68,North,Aug,2019
OFFPEAK,1567296000000,NEB,21.57,North,Sept,2019
OFFPEAK,1569888000000,NEB,18.53,North,Oct,2019
OFFPEAK,1572566400000,NEB,17.85,North,Nov,2019
OFFPEAK,1575158400000,NEB,19.07,North,Dec,2019
OFFPEAK,1577836800000,NEB,21.66,North,Jan,2020
OFFPEAK,1580515200000,NEB,21.35,North,Feb,2020
OFFPEAK,1583020800000,NEB,19.41,North,Mar,2020
OFFPEAK,1585699200000,NEB,17.8,North,Apr,2020
OFFPEAK,1588291200000,NEB,18.54,North,May,2020
OFFPEAK,1590969600000,NEB,20.42,North,June,2020
OFFPEAK,1593561600000,NEB,24.11,North,July,2020
OFFPEAK,1596240000000,NEB,29.55,North,Aug,2020
OFFPEAK,1598918400000,NEB,19.88,North,Sept,2020
OFFPEAK,1601510400000,NEB,17.43,North,Oct,2020
OFFPEAK,1604188800000,NEB,16.57,North,Nov,2020
OFFPEAK,1606780800000,NEB,17.42,North,Dec,2020
OFFPEAK,1609459200000,NEB,20.55,North,Jan,2021
OFFPEAK,1612137600000,NEB,20.01,North,Feb,2021
OFFPEAK,1614556800000,NEB,17.1,North,Mar,2021
OFFPEAK,1617235200000,NEB,15.89,North,Apr,2021
OFFPEAK,1619827200000,NEB,17.2,North,May,2021
OFFPEAK,1622505600000,NEB,19.01,North,June,2021
OFFPEAK,1625097600000,NEB,24.36,North,July,2021
OFFPEAK,1627776000000,NEB,27.34,North,Aug,2021
OFFPEAK,1630454400000,NEB,17.92,North,Sept,2021
OFFPEAK,1633046400000,NEB,16.01,North,Oct,2021
OFFPEAK,1635724800000,NEB,15.51,North,Nov,2021
OFFPEAK,1638316800000,NEB,16.42,North,Dec,2021
OFFPEAK,1640995200000,NEB,19.34,North,Jan,2022
OFFPEAK,1643673600000,NEB,18.93,North,Feb,2022
OFFPEAK,1646092800000,NEB,16.09,North,Mar,2022
ONPEAK,1554076800000,NEP,37.35,Nepool,Apr,2019
ONPEAK,1556668800000,NEP,29,Nepool,May,2019
ONPEAK,1559347200000,NEP,32.65,Nepool,June,2019
ONPEAK,1561939200000,NEP,42.35,Nepool,July,2019
ONPEAK,1564617600000,NEP,40.05,Nepool,Aug,2019
ONPEAK,1567296000000,NEP,35.85,Nepool,Sept,2019
ONPEAK,1569888000000,NEP,35.2,Nepool,Oct,2019
ONPEAK,1572566400000,NEP,45.6,Nepool,Nov,2019
ONPEAK,1575158400000,NEP,65.25,Nepool,Dec,2019
ONPEAK,1577836800000,NEP,81.15,Nepool,Jan,2020
ONPEAK,1580515200000,NEP,77.8,Nepool,Feb,2020
ONPEAK,1583020800000,NEP,52.35,Nepool,Mar,2020
ONPEAK,1585699200000,NEP,37.45,Nepool,Apr,2020
ONPEAK,1588291200000,NEP,30.9,Nepool,May,2020
ONPEAK,1590969600000,NEP,33.7,Nepool,June,2020
ONPEAK,1593561600000,NEP,42.05,Nepool,July,2020
ONPEAK,1596240000000,NEP,41.25,Nepool,Aug,2020
ONPEAK,1598918400000,NEP,34.2,Nepool,Sept,2020
ONPEAK,1601510400000,NEP,33.5,Nepool,Oct,2020
ONPEAK,1604188800000,NEP,45,Nepool,Nov,2020
ONPEAK,1606780800000,NEP,65.8,Nepool,Dec,2020
ONPEAK,1609459200000,NEP,82,Nepool,Jan,2021
ONPEAK,1612137600000,NEP,79.8,Nepool,Feb,2021
ONPEAK,1614556800000,NEP,53.85,Nepool,Mar,2021
ONPEAK,1617235200000,NEP,34.4,Nepool,Apr,2021
ONPEAK,1619827200000,NEP,32.65,Nepool,May,2021
ONPEAK,1622505600000,NEP,32.8,Nepool,June,2021
ONPEAK,1625097600000,NEP,42.05,Nepool,July,2021
ONPEAK,1627776000000,NEP,41.6,Nepool,Aug,2021
ONPEAK,1630454400000,NEP,32.7,Nepool,Sept,2021
ONPEAK,1633046400000,NEP,33.1,Nepool,Oct,2021
ONPEAK,1635724800000,NEP,41.05,Nepool,Nov,2021
ONPEAK,1638316800000,NEP,61.85,Nepool,Dec,2021
ONPEAK,1640995200000,NEP,81.2,Nepool,Jan,2022
ONPEAK,1643673600000,NEP,78.95,Nepool,Feb,2022
ONPEAK,1646092800000,NEP,52.8,Nepool,Mar,2022
OFFPEAK,1554076800000,NGO,25.6,Zone G,Apr,2019
OFFPEAK,1556668800000,NGO,20.25,Zone G,May,2019
OFFPEAK,1559347200000,NGO,22.75,Zone G,June,2019
OFFPEAK,1561939200000,NGO,26.9,Zone G,July,2019
OFFPEAK,1564617600000,NGO,25.65,Zone G,Aug,2019
OFFPEAK,1567296000000,NGO,22.85,Zone G,Sept,2019
OFFPEAK,1569888000000,NGO,22.45,Zone G,Oct,2019
OFFPEAK,1572566400000,NGO,27.4,Zone G,Nov,2019
OFFPEAK,1575158400000,NGO,36.25,Zone G,Dec,2019
OFFPEAK,1577836800000,NGO,57.95,Zone G,Jan,2020
OFFPEAK,1580515200000,NGO,57.15,Zone G,Feb,2020
OFFPEAK,1583020800000,NGO,32.5,Zone G,Mar,2020
OFFPEAK,1585699200000,NGO,25.25,Zone G,Apr,2020
OFFPEAK,1588291200000,NGO,22.35,Zone G,May,2020
OFFPEAK,1590969600000,NGO,22,Zone G,June,2020
OFFPEAK,1593561600000,NGO,26.4,Zone G,July,2020
OFFPEAK,1596240000000,NGO,25.5,Zone G,Aug,2020
OFFPEAK,1598918400000,NGO,22.6,Zone G,Sept,2020
OFFPEAK,1601510400000,NGO,23.25,Zone G,Oct,2020
OFFPEAK,1604188800000,NGO,27.8,Zone G,Nov,2020
OFFPEAK,1606780800000,NGO,40.3,Zone G,Dec,2020
OFFPEAK,1609459200000,NGO,59.05,Zone G,Jan,2021
OFFPEAK,1612137600000,NGO,55.6,Zone G,Feb,2021
OFFPEAK,1614556800000,NGO,30.85,Zone G,Mar,2021
OFFPEAK,1617235200000,NGO,26.4,Zone G,Apr,2021
OFFPEAK,1619827200000,NGO,24.35,Zone G,May,2021
OFFPEAK,1622505600000,NGO,25.25,Zone G,June,2021
OFFPEAK,1625097600000,NGO,29.4,Zone G,July,2021
OFFPEAK,1627776000000,NGO,26.75,Zone G,Aug,2021
OFFPEAK,1630454400000,NGO,25.15,Zone G,Sept,2021
OFFPEAK,1633046400000,NGO,26.5,Zone G,Oct,2021
OFFPEAK,1635724800000,NGO,28.45,Zone G,Nov,2021
OFFPEAK,1638316800000,NGO,41,Zone G,Dec,2021
OFFPEAK,1640995200000,NGO,59.1,Zone G,Jan,2022
OFFPEAK,1643673600000,NGO,55.6,Zone G,Feb,2022
OFFPEAK,1646092800000,NGO,35.95,Zone G,Mar,2022
ONPEAK,1554076800000,NGY,34,Zone G,Apr,2019
ONPEAK,1556668800000,NGY,29.15,Zone G,May,2019
ONPEAK,1559347200000,NGY,32.1,Zone G,June,2019
ONPEAK,1561939200000,NGY,40.15,Zone G,July,2019
ONPEAK,1564617600000,NGY,38.35,Zone G,Aug,2019
ONPEAK,1567296000000,NGY,33.9,Zone G,Sept,2019
ONPEAK,1569888000000,NGY,31.55,Zone G,Oct,2019
ONPEAK,1572566400000,NGY,35.7,Zone G,Nov,2019
ONPEAK,1575158400000,NGY,48.3,Zone G,Dec,2019
ONPEAK,1577836800000,NGY,68.4,Zone G,Jan,2020
ONPEAK,1580515200000,NGY,65.75,Zone G,Feb,2020
ONPEAK,1583020800000,NGY,41.45,Zone G,Mar,2020
ONPEAK,1585699200000,NGY,34.15,Zone G,Apr,2020
ONPEAK,1588291200000,NGY,31.2,Zone G,May,2020
ONPEAK,1590969600000,NGY,33.45,Zone G,June,2020
ONPEAK,1593561600000,NGY,41.35,Zone G,July,2020
ONPEAK,1596240000000,NGY,37.85,Zone G,Aug,2020
ONPEAK,1598918400000,NGY,33.8,Zone G,Sept,2020
ONPEAK,1601510400000,NGY,31.9,Zone G,Oct,2020
ONPEAK,1604188800000,NGY,35.1,Zone G,Nov,2020
ONPEAK,1606780800000,NGY,46.75,Zone G,Dec,2020
ONPEAK,1609459200000,NGY,68.6,Zone G,Jan,2021
ONPEAK,1612137600000,NGY,66,Zone G,Feb,2021
ONPEAK,1614556800000,NGY,41.2,Zone G,Mar,2021
ONPEAK,1617235200000,NGY,36.65,Zone G,Apr,2021
ONPEAK,1619827200000,NGY,35.1,Zone G,May,2021
ONPEAK,1622505600000,NGY,35.9,Zone G,June,2021
ONPEAK,1625097600000,NGY,44.35,Zone G,July,2021
ONPEAK,1627776000000,NGY,40.95,Zone G,Aug,2021
ONPEAK,1630454400000,NGY,36.1,Zone G,Sept,2021
ONPEAK,1633046400000,NGY,34.7,Zone G,Oct,2021
ONPEAK,1635724800000,NGY,38.6,Zone G,Nov,2021
ONPEAK,1638316800000,NGY,51.55,Zone G,Dec,2021
ONPEAK,1640995200000,NGY,75.95,Zone G,Jan,2022
ONPEAK,1643673600000,NGY,73.2,Zone G,Feb,2022
ONPEAK,1646092800000,NGY,45.95,Zone G,Mar,2022
OFFPEAK,1554076800000,NJO,26.65,Zone J,Apr,2019
OFFPEAK,1556668800000,NJO,21.05,Zone J,May,2019
OFFPEAK,1559347200000,NJO,23.85,Zone J,June,2019
OFFPEAK,1561939200000,NJO,29.2,Zone J,July,2019
OFFPEAK,1564617600000,NJO,27.2,Zone J,Aug,2019
OFFPEAK,1567296000000,NJO,23.85,Zone J,Sept,2019
OFFPEAK,1569888000000,NJO,23.5,Zone J,Oct,2019
OFFPEAK,1572566400000,NJO,28.55,Zone J,Nov,2019
OFFPEAK,1575158400000,NJO,37.35,Zone J,Dec,2019
OFFPEAK,1577836800000,NJO,61.25,Zone J,Jan,2020
OFFPEAK,1580515200000,NJO,59.45,Zone J,Feb,2020
OFFPEAK,1583020800000,NJO,34.55,Zone J,Mar,2020
OFFPEAK,1585699200000,NJO,26.5,Zone J,Apr,2020
OFFPEAK,1588291200000,NJO,23.65,Zone J,May,2020
OFFPEAK,1590969600000,NJO,23.05,Zone J,June,2020
OFFPEAK,1593561600000,NJO,28.95,Zone J,July,2020
OFFPEAK,1596240000000,NJO,27.85,Zone J,Aug,2020
OFFPEAK,1598918400000,NJO,23.7,Zone J,Sept,2020
OFFPEAK,1601510400000,NJO,24.15,Zone J,Oct,2020
OFFPEAK,1604188800000,NJO,29,Zone J,Nov,2020
OFFPEAK,1606780800000,NJO,42,Zone J,Dec,2020
OFFPEAK,1609459200000,NJO,66.8,Zone J,Jan,2021
OFFPEAK,1612137600000,NJO,64.55,Zone J,Feb,2021
OFFPEAK,1614556800000,NJO,31.8,Zone J,Mar,2021
OFFPEAK,1617235200000,NJO,26.7,Zone J,Apr,2021
OFFPEAK,1619827200000,NJO,26.5,Zone J,May,2021
OFFPEAK,1622505600000,NJO,27.05,Zone J,June,2021
OFFPEAK,1625097600000,NJO,31.55,Zone J,July,2021
OFFPEAK,1627776000000,NJO,30.5,Zone J,Aug,2021
OFFPEAK,1630454400000,NJO,26.9,Zone J,Sept,2021
OFFPEAK,1633046400000,NJO,25.15,Zone J,Oct,2021
OFFPEAK,1635724800000,NJO,27.4,Zone J,Nov,2021
OFFPEAK,1638316800000,NJO,41.6,Zone J,Dec,2021
OFFPEAK,1640995200000,NJO,62.45,Zone J,Jan,2022
OFFPEAK,1643673600000,NJO,60.15,Zone J,Feb,2022
OFFPEAK,1646092800000,NJO,42.55,Zone J,Mar,2022
ONPEAK,1554076800000,NJY,36.65,Zone J,Apr,2019
ONPEAK,1556668800000,NJY,32.75,Zone J,May,2019
ONPEAK,1559347200000,NJY,34.85,Zone J,June,2019
ONPEAK,1561939200000,NJY,46.65,Zone J,July,2019
ONPEAK,1564617600000,NJY,42.75,Zone J,Aug,2019
ONPEAK,1567296000000,NJY,36.55,Zone J,Sept,2019
ONPEAK,1569888000000,NJY,34.85,Zone J,Oct,2019
ONPEAK,1572566400000,NJY,39.05,Zone J,Nov,2019
ONPEAK,1575158400000,NJY,51.45,Zone J,Dec,2019
ONPEAK,1577836800000,NJY,76.1,Zone J,Jan,2020
ONPEAK,1580515200000,NJY,70.65,Zone J,Feb,2020
ONPEAK,1583020800000,NJY,45.7,Zone J,Mar,2020
ONPEAK,1585699200000,NJY,37.3,Zone J,Apr,2020
ONPEAK,1588291200000,NJY,34,Zone J,May,2020
ONPEAK,1590969600000,NJY,36.35,Zone J,June,2020
ONPEAK,1593561600000,NJY,47,Zone J,July,2020
ONPEAK,1596240000000,NJY,43.55,Zone J,Aug,2020
ONPEAK,1598918400000,NJY,36.55,Zone J,Sept,2020
ONPEAK,1601510400000,NJY,35.25,Zone J,Oct,2020
ONPEAK,1604188800000,NJY,37.8,Zone J,Nov,2020
ONPEAK,1606780800000,NJY,50.15,Zone J,Dec,2020
ONPEAK,1609459200000,NJY,80.95,Zone J,Jan,2021
ONPEAK,1612137600000,NJY,76.2,Zone J,Feb,2021
ONPEAK,1614556800000,NJY,48.95,Zone J,Mar,2021
ONPEAK,1617235200000,NJY,41.3,Zone J,Apr,2021
ONPEAK,1619827200000,NJY,39.75,Zone J,May,2021
ONPEAK,1622505600000,NJY,40.95,Zone J,June,2021
ONPEAK,1625097600000,NJY,52.65,Zone J,July,2021
ONPEAK,1627776000000,NJY,48.8,Zone J,Aug,2021
ONPEAK,1630454400000,NJY,41.15,Zone J,Sept,2021
ONPEAK,1633046400000,NJY,38.05,Zone J,Oct,2021
ONPEAK,1635724800000,NJY,40.25,Zone J,Nov,2021
ONPEAK,1638316800000,NJY,55.2,Zone J,Dec,2021
ONPEAK,1640995200000,NJY,90.4,Zone J,Jan,2022
ONPEAK,1643673600000,NJY,85.35,Zone J,Feb,2022
ONPEAK,1646092800000,NJY,55.15,Zone J,Mar,2022
OFFPEAK,1554076800000,NOP,29.2,Nepool,Apr,2019
OFFPEAK,1556668800000,NOP,21.8,Nepool,May,2019
OFFPEAK,1559347200000,NOP,24.2,Nepool,June,2019
OFFPEAK,1561939200000,NOP,28.45,Nepool,July,2019
OFFPEAK,1564617600000,NOP,26.7,Nepool,Aug,2019
OFFPEAK,1567296000000,NOP,24.65,Nepool,Sept,2019
OFFPEAK,1569888000000,NOP,26.6,Nepool,Oct,2019
OFFPEAK,1572566400000,NOP,37.4,Nepool,Nov,2019
OFFPEAK,1575158400000,NOP,56.05,Nepool,Dec,2019
OFFPEAK,1577836800000,NOP,68.55,Nepool,Jan,2020
OFFPEAK,1580515200000,NOP,67.1,Nepool,Feb,2020
OFFPEAK,1583020800000,NOP,43.75,Nepool,Mar,2020
OFFPEAK,1585699200000,NOP,28.8,Nepool,Apr,2020
OFFPEAK,1588291200000,NOP,24.5,Nepool,May,2020
OFFPEAK,1590969600000,NOP,24.1,Nepool,June,2020
OFFPEAK,1593561600000,NOP,27.35,Nepool,July,2020
OFFPEAK,1596240000000,NOP,26.9,Nepool,Aug,2020
OFFPEAK,1598918400000,NOP,23.15,Nepool,Sept,2020
OFFPEAK,1601510400000,NOP,23.85,Nepool,Oct,2020
OFFPEAK,1604188800000,NOP,34.15,Nepool,Nov,2020
OFFPEAK,1606780800000,NOP,54.5,Nepool,Dec,2020
OFFPEAK,1609459200000,NOP,69.1,Nepool,Jan,2021
OFFPEAK,1612137600000,NOP,66.75,Nepool,Feb,2021
OFFPEAK,1614556800000,NOP,42.85,Nepool,Mar,2021
OFFPEAK,1617235200000,NOP,26.85,Nepool,Apr,2021
OFFPEAK,1619827200000,NOP,24,Nepool,May,2021
OFFPEAK,1622505600000,NOP,24.1,Nepool,June,2021
OFFPEAK,1625097600000,NOP,26.95,Nepool,July,2021
OFFPEAK,1627776000000,NOP,26,Nepool,Aug,2021
OFFPEAK,1630454400000,NOP,23.2,Nepool,Sept,2021
